heart_cond	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS
studyID	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1
sampleID	NM-1	NM-10	NM-11	NM-12	NM-13	NM-14	NM-15	NM-16	NM-17	NM-18	NM-19	NM-2	NM-20	NM-21	NM-22	NM-23	NM-24	NM-3	NM-4	NM-5	NM-6	NM-7	NM-8	NM-9	PD-1	PD-10	PD-11	PD-12	PD-13	PD-14	PD-15	PD-16	PD-17	PD-18	PD-19	PD-2	PD-20	PD-3	PD-4	PD-5	PD-6	PD-7	PD-8	PD-9	PN-10	PN-11	PN-12	PN-13	PN-14	PN-15	PN-16	PN-17	PN-18	PN-19	PN-2	PN-20	PN-3	PN-5	PN-6	PN-7	PN-8	PN-9	RD-1	RD-10	RD-11	RD-12	RD-13	RD-14	RD-15	RD-17	RD-18	RD-19	RD-2	RD-4	RD-5	RD-6	RD-8	RN-1	RN-10	RN-12	RN-13	RN-14	RN-15	RN-16	RN-17	RN-18	RN-19	RN-20	RN-21	RN-3	RN-4	RN-5	RN-6	RN-7	RN-8
Piperidone	0.009238091	1.453509582	0.007878516	2.109544887	0.570760558	0.206964669	0.995828104	0.022597473	1.680560805	0.39223361	1.28513061	1.081239728	0.026295185	0.350310159	0.7104019	1.670966395	0.046203033	0.678913623	0.024485116	0.83720282	0.01699739	1.366152798	0.387122545	0.052711308	0.027572359	0.014607468	0.193590756	0.016709192	0.715648623	0.785258773	0.006083116	0.006916861	0.01790953	1.356757112	0.018127597	0.022318015	0.691222907	1.116428561	0.018339333	0.15209058	0.020226764	0.019662943	0.021590862	0.017984851	0.497477618	0.068464559	0.072120932	0.025562081	0.083814779	0.028448809	0.084348817	0.093950495	0.042179782	0.015431493	0.349776446	1.025631052	0.02649588	0.030349117	0.019152049	0.795271459	0.202357902	1.353216356	0.015456508	0.039801681	0.384332243	0.019418631	0.549449837	0.020340687	1.88118884	0.50487317	0.047868695	0.497683424	1.392233484	1.016304787	0.046559086	0.021463162	0.082644156	0.037852079	0.006452465	0.013705652	3.389796053	0.016119845	3.66279002	0.019592325	0.021417459	0.023919329	0.235031424	0.015357774	1.906307584	0.016491619	0.0270601	0.130726755	0.021972456	0.096275598	0.585660123
D-ribose 5-phosphate	0.009615241	0.001862568	0.00759688	0.006043573	0.003156076	0.018475527	0.001944218	0.020567458	0.000828061	0.000761487	0.001292573	0.000903302	0.000652854	0.000580114	0.000720356	0.000888856	0.000743796	0.00094798	0.004147877	0.001196865	0.008359477	0.001257216	0.000595115	0.02162674	0.003258891	0.061738216	0.061323683	0.04455523	0.001323588	0.000175521	0.006715034	0.007717378	0.000608356	0.020926847	0.00026686	0.000731292	0.000681766	0.000476117	0.000232791	0.012143706	0.001518909	0.000496483	0.004287886	0.000415846	0.00024625	0.009921394	0.010204865	0.000853413	0.039118274	0.001344503	0.036830895	0.000526313	0.000451341	0.00229736	0.0685011	0.000722606	0.001987524	0.033152975	0.002283245	0.000253495	0.00382596	4.56286e-05	0.001905297	0.005595974	0.000461691	0.002352382	0.002513712	0.002949318	0.007351847	0.001705934	0.000409915	0.063062948	0.00082792	0.017267078	0.002734547	0.001250224	0.004132198	0.026920672	0.0017375	0.081307095	0.00917038	0.001368812	0.00046331	0.001344776	0.000807954	0.000669743	0.001541888	0.010519799	0.001249046	0.000419584	0.000558056	0.000252713	0.000195004	0.002043709	0.000114398
Tryptamine	0.009797746	0.163859246	0.004624144	0.205638503	0.084196191	0.011937351	0.041623931	0.037463757	0.153590348	0.024920098	0.055499595	0.002586733	0.026366954	0.052983003	0.017682272	0.061027419	0.024704263	0.091839772	0.009681134	0.03856155	0.006204038	0.033271959	0.109981387	0.04119125	0.028004512	0.003912102	0.113135961	0.005658678	0.004213634	8.69039e-05	0.000759536	0.002717739	0.007705694	0.028178493	0.000534899	0.000717109	0.026042298	0.004313394	0.002457086	0.016867053	0.013065591	0.026646927	0.03212358	7.96934e-05	0.01587683	0.001568222	0.001406007	0.000450274	0.116234913	0.00269328	0.124384584	0.00085512	0.00325631	0.001212413	0.046620727	0.072769731	0.008441202	0.002063602	0.005472648	0.033067893	0.002728892	0.003732773	0.004063362	0.003891111	0.002510791	0.00198959	0.003794042	0.001474263	0.013401511	0.022586138	0.005499204	0.044552506	0.135016958	0.018711384	0.004308909	0.006190278	0.001692659	0.001520539	0.015304876	0.037021982	0.035848046	0.007707333	0.036873429	0.009914128	0.020365312	0.019444145	0.021359274	0.025903637	0.015529317	0.002174639	0.003662615	0.040096031	0.017350974	0.043838021	0.113795083
Deoxyadenosine	0.009911882	0.109565539	0.005019207	0.074663317	0.018518841	0.028362539	0.004990398	0.010064303	0.007127967	0.00857806	0.006635312	0.014567931	0.007842209	0.012866323	0.008735385	0.006654959	0.008714264	0.014959544	0.005057698	0.006196141	0.005144985	0.003302519	0.012816616	0.009762316	0.005951457	0.010519731	0.020274155	0.007821336	0.018422112	0.005267068	0.005545484	0.007053694	0.008147625	0.004674721	0.005740769	0.004871783	0.037688156	0.015410283	0.013589591	0.005247573	0.006759173	0.023985184	0.008064478	0.006130656	0.016650295	0.017237635	0.01762189	0.009325049	0.015314622	0.009508836	0.015383576	0.005606298	0.049377115	0.017775103	0.005017989	0.013774125	0.011334041	0.011221835	0.04804106	0.016585838	0.011476988	0.014388961	0.021306802	0.008218017	0.006142858	0.0078828	0.020379115	0.007559536	0.012614716	0.009136495	0.036243767	0.022901119	0.005036109	0.026343894	0.004783478	0.01264014	0.011393982	0.007077305	0.002345949	0.00604241	0.01504495	0.007893901	0.016214954	0.010094391	0.039083148	0.036385823	0.009474267	0.010633323	0.006696456	0.012465744	0.04396649	0.008418676	0.008282601	0.009644007	0.02988531
Palatinitol	0.010037368	0.021548356	0.009275494	0.049323425	0.01023413	0.02294814	0.016042473	0.017925502	0.020132276	0.006459821	0.016031241	0.024122044	0.011282534	0.033019035	0.007119534	0.021183648	0.013653263	0.014487943	0.008222063	0.014165248	0.012740551	0.020669759	0.005367534	0.027776107	0.04885397	0.010699346	0.012726726	0.009471724	0.010587571	0.007069661	0.007718537	0.009299768	0.005394496	0.010498973	0.005046225	0.006893705	0.017556464	0.01258628	0.006077766	0.010128397	0.016608367	0.032048091	0.049182198	0.006782891	0.038963659	0.016237397	0.016627144	0.010526288	0.004817977	0.009474832	0.00487261	0.005618281	0.023552654	0.014132686	0.00680833	0.020375689	0.009811124	0.013610385	0.009427721	0.012407901	0.010450708	0.008019518	0.003271916	0.00555489	0.009137438	0.006172134	0.007704963	0.007430041	0.021726159	0.01309298	0.008439863	0.009326213	0.005765314	0.017236431	0.012672052	0.009381315	0.005926083	0.011771012	0.002493875	0.008125031	0.05607565	0.007075496	0.063186078	0.008369708	0.009146144	0.008728437	0.011804489	0.008850463	0.010441002	0.005943001	0.019729389	0.004638958	0.006954547	0.003771136	0.015688261
1,2-cyclohexanedione	0.010092361	0.014648152	0.009893427	0.015239049	0.004826556	0.070016776	0.017348164	0.012620273	0.004881807	0.016242534	0.012281119	0.022309213	0.010985123	0.014657126	0.017189632	0.012916776	0.01169655	0.014641251	0.014785703	0.018874736	0.011913325	0.018731958	0.002507775	0.013867837	0.008293434	0.019941901	0.008522795	0.019965135	0.009331091	0.017349074	0.041227665	0.042653601	0.045541797	0.007660897	0.021269305	0.010329329	0.015856129	0.028653393	0.013986693	0.006093455	0.010138433	0.009398715	0.008455116	0.010405224	0.030008998	0.013280769	0.013166926	0.006990649	0.006400216	0.116783532	0.006626801	0.013560362	0.060786514	0.006812308	0.007868534	0.0106747	0.012953687	0.023604945	0.025039224	0.015970585	0.072957636	0.017832985	0.013980103	0.00177276	0.015698844	0.011923632	0.006439723	0.01180708	0.019287821	0.00464027	0.018300135	0.005636852	0.010676043	0.007176638	0.00611364	0.021709688	0.001789962	0.012857785	0.004317313	0.007286354	0.012745394	0.010698494	0.012376905	0.01147504	0.013086083	0.01325036	0.010537821	0.009108602	0.019351147	0.016302359	0.020265611	0.005314132	0.01091665	0.005015894	0.017054155
Ascorbic acid	0.010274759	0.112056796	0.003029131	0.106052084	0.017212235	0.010677864	0.00434705	0.010120216	0.004664806	0.00517483	0.018480085	0.005963097	0.007544726	0.050968759	0.00356262	0.015063949	0.006892221	0.004523218	0.006691827	0.031963446	0.004697558	0.03112809	0.003851757	0.00976003	0.002293878	0.008051938	0.001934719	0.007899342	0.015335462	0.019717327	0.00382859	0.003014507	0.012815704	0.008159452	0.007238801	0.001978856	0.03492818	0.00669687	0.006141672	0.028600397	0.001340853	0.03584256	0.002643999	0.003237479	0.005430102	0.017201205	0.001450817	0.008053708	0.001575142	0.007153765	0.001247062	0.011100597	0.008046211	0.005112638	0.003043082	0.010706763	0.00429726	0.003250322	0.013578113	0.020859621	0.018671663	0.012111601	0.004254867	0.034863524	0.013262322	0.003578333	0.005806449	0.003789253	0.016252797	0.002484199	0.008810334	0.00158971	0.011602653	0.011654984	0.015721637	0.013160284	0.041397961	0.007131972	0.005178983	0.008116475	0.031576819	0.003726061	0.031178909	0.001538002	0.006654763	0.007092773	0.003283048	0.005144222	0.046248524	0.004814396	0.00490725	0.004552713	0.01195702	0.006333829	0.03646459
N-acetyl-d-mannosamine	0.010310725	0.047265116	0.008658738	0.036089543	0.023410739	0.022509872	0.026941189	0.026793747	0.018616207	0.019340083	0.043347463	0.018865181	0.004497618	0.024886318	0.024631502	0.038103611	0.007980934	0.016792519	0.010624587	0.036519219	0.007020072	0.030038549	0.010206397	0.027315291	0.016189202	0.019532611	0.012284218	0.016742437	0.015471809	0.005949156	0.005150569	0.006890015	0.029089595	0.03184214	0.025194586	0.016553729	0.04539063	0.019731028	0.023304116	0.033847992	0.01316799	0.025568147	0.008309722	0.019373505	0.037673184	0.012316519	0.012305059	0.010667098	0.017449333	0.009840423	0.014235815	0.005136582	0.006787259	0.008469688	0.010497339	0.02113832	0.008836205	0.022235383	0.018833858	0.026832141	0.013325527	0.012376908	0.021337174	0.003769517	0.006917753	0.010378497	0.026012953	0.010191872	0.02479207	0.03146325	0.019119248	0.03281748	0.011262899	0.021166863	0.004197896	0.012774267	0.008037223	0.006671983	0.137764759	0.006858975	0.019562012	0.008936269	0.022586248	0.011846219	0.023114492	0.023876341	0.0179122	0.017828846	0.016899903	0.006792771	0.024160914	0.003572261	0.009379491	0.001348778	0.014691267
Deoxyribose	0.010401526	0.009509632	0.009775984	0.012201188	0.012672594	0.010643122	0.00932008	0.010293367	0.010985934	0.010702091	0.0106513	0.010762414	0.009468971	0.013423589	0.011992697	0.011492671	0.011173869	0.010975596	0.009739372	0.008773194	0.009086859	0.009736786	0.013291815	0.012622356	0.009815673	0.010808806	0.01055643	0.010648656	0.010320434	0.009405222	0.008858062	0.008588553	0.00782217	0.008594322	0.007850956	0.010262385	0.00882186	0.011975767	0.016335406	0.011354574	0.015200498	0.01167024	0.010727226	0.010396046	0.008420931	0.00929163	0.009015507	0.009786349	0.00963646	0.00980716	0.009732835	0.010131941	0.01135625	0.009143294	0.010024487	0.011371192	0.009643031	0.01002414	0.009695652	0.009675744	0.009077067	0.008922936	0.012146914	0.013804217	0.010078636	0.009665715	0.009325704	0.011668436	0.011643281	0.011779906	0.01189913	0.010925407	0.012308934	0.009774986	0.012461167	0.012366087	0.012871596	0.0103221	0.011611716	0.010421337	0.010764604	0.00894084	0.011993989	0.010598283	0.011369707	0.009956649	0.01106263	0.011758529	0.011011039	0.010763352	0.012595524	0.010772755	0.011958029	0.011082073	0.009444337
L-alanine-alanine	0.010456989	0.080155189	0.006001613	0.074913029	0.040224651	0.055403113	0.077534104	0.074053054	0.049724262	0.040943585	0.067925743	0.306695582	0.06864412	0.155189115	0.044825697	0.088243563	0.071499943	0.165144913	0.01738303	0.120189656	0.030890004	0.148072574	0.037221962	0.114146477	0.041960042	0.114050621	0.038541318	0.098142139	0.128002776	0.02787075	0.00990694	0.010256216	0.016145925	0.041910687	0.064526639	0.025210276	0.348187125	0.10862087	0.057115991	0.028610282	0.017683421	0.047019586	0.049199145	0.025193665	0.220901394	0.076284691	0.090441826	0.019866605	0.123382172	0.069558934	0.106055275	0.018336731	0.02765998	0.013897377	0.077023473	0.102714168	0.058514518	0.029310309	0.132255958	0.098684914	0.099244462	0.107290481	0.05077362	0.010742206	0.032861784	0.015088306	0.014983491	0.013822635	0.089667865	0.041193104	0.162135699	0.103961414	0.03678364	0.056079423	0.030633499	0.046468652	0.009131421	0.019757073	0.045933905	0.056379795	0.043495735	0.009984746	0.041691758	0.012583757	0.03831174	0.036797602	0.033378127	0.014818719	0.089635337	0.024711489	0.069985974	0.028570831	0.028711084	0.019871846	0.075245111
Melibiose	0.010459258	0.178903124	0.008427419	0.139571929	0.160352578	0.030198492	0.063662055	0.037348859	0.03608217	0.018358466	0.045890057	0.217599134	0.098403623	0.032929879	0.014035134	0.0401222	0.107063227	0.042044377	0.038069051	0.074090943	0.006710684	0.049425942	0.110171278	0.03451948	0.393079944	0.020401572	0.077743429	0.014610262	0.035163944	0.581797509	0.024573064	0.011327036	0.01020476	0.11791333	0.006788216	0.023820835	0.036844372	0.420539701	0.014778437	0.256229628	0.037740947	0.027899132	0.590453171	0.022112832	0.005802442	0.009754173	0.008290711	0.015269093	0.054814899	0.019177213	0.06153398	0.030822709	0.006988123	0.074725883	0.100357095	0.074627382	0.020027241	0.046412906	0.055709906	0.062527408	0.025023327	0.017482082	0.037392242	0.172873564	0.014870307	0.032250093	0.099852195	0.042748347	0.020908207	0.113577429	0.003301699	0.021144395	0.041814768	0.048553436	0.006923051	0.008170896	0.165590437	0.041643009	0.079899418	0.050380565	0.022689846	0.023562448	0.021778367	0.031463839	0.010056051	0.006438541	0.019555127	0.055627086	0.030462997	0.008684822	0.012029039	0.022455196	0.123619182	0.027960235	0.063771202
Maltotriitol	0.010758687	0.179189952	0.008427419	0.140035699	0.023704983	0.046923928	0.076059886	0.008511296	0.036196754	0.015407861	0.045890057	0.217600121	0.104231084	0.032929879	0.012604632	0.055029115	0.075689822	0.050096488	0.038216525	0.090952287	0.006397086	0.060253585	0.117981433	0.036433367	0.406818324	0.042777745	0.077743429	0.035614877	0.035163944	0.642493398	0.082431107	0.099657168	0.012209508	0.146515809	0.001507734	0.023949705	0.036104667	0.087560475	0.014876921	0.256229628	0.037740947	0.033240145	0.611548075	0.022071867	0.005802442	0.009754173	0.008290711	0.023049328	0.060208766	0.014967951	0.067728843	0.030940913	0.006988123	0.076300846	0.10396375	0.073455457	0.019407629	0.03972277	0.056483479	0.063770049	0.027900075	0.017043923	0.046043619	0.212440562	0.014870307	0.033388701	0.099462602	0.042748347	0.021083792	0.131752259	0.004383564	0.018242787	0.040752452	0.05294885	0.005287741	0.008170896	0.186568262	0.00830904	0.094985767	0.059647422	0.022689846	0.033034282	0.02736866	0.040499136	0.036131275	0.006438541	0.027604316	0.05527025	0.04714942	0.009939366	0.012029039	0.047449883	0.135111174	0.005681461	0.064702889
Hydroxypropionic acid	0.010821231	0.025242258	0.014250626	0.032565337	0.018595436	0.005335218	0.003513572	0.013436506	0.017706777	0.002777938	0.004201186	0.020574896	0.014418002	0.004614694	0.003501575	0.004011779	0.016589334	0.011731797	0.048744758	0.002873275	0.016944028	0.003893951	0.020254353	0.01532116	0.004321157	0.012012783	0.006403766	0.010496956	0.015535926	0.023811134	0.012153287	0.012246679	0.010725613	0.006361256	0.005753918	0.017784791	0.011668204	0.00806032	0.004493756	0.018143611	0.007102707	0.010266293	0.004400183	0.016737546	0.015706341	0.011747587	0.008527909	0.015546222	0.001497788	0.005569276	0.001568774	0.003942782	0.007357079	0.003134772	0.001475188	0.007882646	0.003358371	0.003380139	0.004714184	0.004730569	0.012230315	0.003854345	0.011402052	0.028995416	0.006673266	0.003340652	0.004134996	0.00357489	0.004571129	0.066147434	0.015034037	0.005025287	0.004864428	0.008891674	0.031143662	0.008656606	0.029051544	0.004202797	0.084069267	0.003378157	0.002598078	0.005265095	0.003242735	0.009341918	0.011828813	0.012585756	0.004443756	0.016160877	0.010562431	0.004436568	0.01311152	0.007454083	0.002856969	0.011338526	0.010438487
2,5-dihydroxy-1h-indole	0.01098958	0.001899184	0.011931921	0.002372443	0.008406931	0.006882432	0.002979852	0.003000861	0.005682515	0.001775675	0.006389437	0.005651043	0.003783459	0.002975157	0.002764388	0.008470148	0.00396227	0.002850343	0.005071609	0.002943912	0.010887922	0.003482596	0.003866867	0.003949067	0.009925139	0.004656766	0.001500022	0.003650221	0.001409467	0.002090006	0.007869758	0.008569628	0.010338694	0.005259423	0.008515032	0.002452249	0.001634428	0.014814566	0.004644983	0.007428384	0.001696631	0.002643743	0.012251228	0.002267323	0.001470344	0.001941648	0.001707504	0.001560298	0.005795401	0.005828991	0.005963021	0.001337744	0.001483039	0.003583507	0.001543382	0.002080597	0.003402508	0.007083841	0.001031519	0.002531038	0.006104789	0.001981019	0.00267371	0.005995129	0.004589581	0.001034031	0.001272286	0.001635005	0.010765746	0.004254067	0.003554134	0.001732973	0.004309155	0.001952372	0.001320597	0.002645293	0.004803514	0.004194238	0.003678118	0.008624243	0.003898199	0.005300957	0.003881559	0.00648184	0.002209224	0.002063552	0.001342453	0.002378129	0.00206288	0.002056561	0.001850002	0.007129533	0.004163782	0.008074402	0.003126433
2-keto-l-gluconate	0.011029145	0.015385375	0.010535879	0.019592168	0.081509971	0.008619591	0.004931614	0.00985143	0.174248091	0.017545422	0.06745041	0.018808577	0.011677844	0.005314084	0.01958904	0.072856842	0.013806414	0.010079137	0.004705891	0.004456875	0.010715841	0.004969986	0.02451416	0.013036567	0.002999869	0.005544788	0.004207663	0.004829274	0.051978368	0.141847314	0.005274674	0.005866703	0.012424254	0.007208422	0.003640974	0.003385393	0.015939863	0.00464081	0.026504406	0.141276632	0.004716742	0.019078995	0.00332981	0.003565242	0.005897869	0.009174398	0.008472053	0.004417074	0.002043438	0.003068692	0.002122255	0.004380174	0.004092744	0.006818163	0.001988107	0.006356831	0.00534281	0.002490581	0.004944747	0.007662186	0.003579349	0.005748934	0.083067005	0.046038041	0.00323944	0.005441039	0.018905048	0.006370423	0.012951065	0.026220237	0.01607049	0.017474476	0.003177387	0.037011281	0.011096148	0.003356625	0.045826078	0.008575821	0.316354287	0.003223976	0.006760235	0.006952667	0.008391947	0.008033651	0.014573437	0.013419402	0.009030559	0.022418212	0.086464559	0.005095515	0.018811181	0.007554733	0.007343849	0.007829222	0.00532063
3-(3-hydroxyphenyl)propionic acid	0.011129089	0.525124796	0.011199885	0.502101586	0.011424503	0.047263354	0.373988809	0.009758427	0.121655972	0.264563946	2.663101099	0.348027629	0.561026021	0.460336427	0.242724377	2.372841391	0.506239094	0.361610962	0.008940668	0.371128867	0.010344589	0.344392481	0.050205623	0.006865658	0.821703264	0.019064115	0.239445905	0.019123856	0.049790862	0.021868646	0.032828621	0.032337069	0.012073233	0.603868988	0.541357947	0.009588322	0.138877418	0.017506058	0.012915562	0.076784038	0.007075555	0.012098418	0.882131631	0.008650123	1.620905658	0.50967966	0.505772159	0.00910954	0.215954732	0.015984769	0.218026664	0.196052993	0.00520228	0.741552476	0.421718364	0.409829647	1.219751434	0.212575575	0.21097135	0.242750167	0.227112685	0.887326816	0.008551166	0.167682907	0.075190296	0.348935448	0.353471713	0.364626692	0.113882449	0.021948683	0.020468503	0.541726738	0.061508858	0.265123655	0.811415568	0.010632453	0.168538596	0.013866497	0.025941846	0.710021417	0.364200604	0.007289912	0.36596899	0.007330882	0.005077545	0.005988083	0.619814164	0.617743037	0.01310111	0.005132631	0.272315049	0.810807462	0.553251314	0.806216189	0.883729178
1-heptanol	0.011286661	0.102183993	0.004957216	0.03119489	0.023341163	0.011480583	0.061101923	0.030867657	0.036922924	0.026086157	0.056962905	0.039395521	0.020926048	0.048783854	0.010222084	0.030899443	0.013383945	0.03353488	0.0128604	0.08564731	0.010129709	0.049723079	0.037952848	0.030278075	0.010189335	0.023360893	0.035487879	0.015214173	0.009827055	0.01143414	0.012025646	0.013432445	0.015506961	0.031913252	0.021632069	0.00859451	0.053516357	0.067616863	0.021402007	0.08047321	0.039437449	0.023527178	0.02749268	0.011642305	0.016867288	0.016195958	0.032000251	0.009266421	0.016522552	0.008383982	0.017636652	0.006357155	0.005817573	0.022911009	0.018648826	0.031021558	0.005543175	0.028231274	0.020506931	0.039502959	0.023671626	0.019518628	0.008214621	0.005512718	0.004620901	0.006749023	0.012127858	0.012035411	0.020246339	0.024958409	0.011307212	0.039141627	0.02132664	0.009317566	0.004320617	0.031337597	0.009570621	0.006633763	0.027334981	0.00906512	0.019521059	0.002421891	0.02542187	0.004701369	0.026118816	0.026383197	0.01180422	0.010803029	0.026675878	0.00979839	0.012220445	0.02658163	0.0162379	0.026851862	0.051927773
N-acetyl-5-hydroxytryptamine	0.011448031	0.008140559	0.01000227	0.009315919	0.008303183	0.151317468	0.00423333	0.32589602	0.021611683	0.006990227	0.00422805	0.01441972	0.005713313	0.015871763	0.006406324	0.004778558	0.005488822	0.005686444	0.016120451	0.004368811	0.010360394	0.004605309	0.010117449	0.395657334	0.0175451	0.289600825	0.053318306	0.237964615	0.030312333	0.013922338	0.074492992	0.084844248	0.010847534	0.03997348	0.003634052	0.004419858	0.015946678	0.028171844	0.048020402	0.139578036	0.051524926	0.036450032	0.021606121	0.00476842	0.038484029	0.051427203	0.052373165	0.005953811	0.022815858	0.054831581	0.022618728	0.003708038	0.035781025	0.007386079	0.041620659	0.017333221	0.005528826	0.009205264	0.013615027	0.00917683	0.043374103	0.006965435	0.005470416	0.006541617	0.005725953	0.032891034	0.703331275	0.034559998	0.010300322	0.008350101	0.0121611	0.01095639	0.008912571	0.021727923	0.192163984	0.039101291	0.00753551	0.024227378	0.00415333	0.020492429	0.013175401	0.029005133	0.014422603	0.035937387	0.038981673	0.035999431	0.034576918	0.046591273	0.0046182	0.013251174	0.009588415	0.013691715	0.019027356	0.012258966	0.017685142
Diglycerol	0.011554801	0.009204713	0.009894374	0.006402885	0.005222776	0.00680947	0.004157905	0.055567629	0.00457516	0.002903055	0.003859961	0.007446157	0.004488104	0.006117997	0.003083675	0.003405164	0.004761388	0.006236711	0.011358623	0.003803803	0.010299463	0.003656232	0.002485836	0.059306898	0.006537034	0.009867131	0.004028029	0.014566302	0.004744349	0.001966364	0.088635391	0.088379794	0.008236948	0.003671761	0.00686694	0.019100695	0.011010334	0.003616612	0.03758049	8.43526e-05	0.009058136	0.057747978	0.005297707	0.016837746	0.005673998	0.003056776	0.003014203	0.00622372	0.003736616	0.005024663	0.004983073	0.002579228	0.006577922	0.004163081	0.002003582	0.009860989	0.005716628	0.003784713	0.074170536	0.006558945	0.018809817	0.0080371	0.009822657	0.006330538	0.006138176	0.007743596	0.000208752	0.010256984	0.006157298	0.000790649	0.0117022	0.012351462	0.004344463	0.007152487	0.00524794	0.019691257	0.003750721	0.009274993	0.009594168	0.004309781	0.008399385	0.008004361	0.009049887	0.011197341	0.007792288	0.008136025	0.003554819	0.005256659	0.00629971	0.011246091	0.007343243	0.002092378	0.004406651	0.0022525	0.006255888
